City, Nominatim_Lat, Nominatim_Lon, Nominatim_ping_ms, Google_Lat, Google_Lon, Google_ping_ms, MapQuest_Lat, MapQuest_Lon, MapQuest_ping_ms, Here_Lat, Here_Lon, Here_ping_ms, OpenCage_Lat, OpenCage_Lon, OpenCage_ping_ms
Taxila, 33.7475747, 72.8074558, 498, 33.7369654, 72.7994411, 596, 33.747575, 72.807456, 547, 33.68279, 72.84294, 368, 33.7475747, 72.8074558, 161
Rajagriha, NA, NA, 589, 25.0172573, 85.4161642, 292, NA, NA, 447, NA, NA, 632, NA, NA, 722
Kediri, -7.939368, 112.3074164, 579, -7.8228398, 112.0118669, 918, -7.81376, 112.006197, 736, -8.63809, 116.15304, 327, -7.8137598, 112.0061966, 132
Chenla, 42.4768412, -8.605338, 546, 51.467753, -0.0147699, 851, 42.476841, -8.605338, 578, 31.3866997, 117.2648468, 298, 42.4768412, -8.605338, 910
Rhodes, 48.7583294, 6.8977106, 707, 36.4349631, 28.2174829, 510, 48.758329, 6.897711, 771, 41.92579, -93.18365, 318, 48.7583294, 6.8977106, 346
Nabadwip, 23.3800968, 88.4201034, 525, 23.42, 88.37, 516, 23.380097, 88.420103, 244, 23.41012, 88.37002, 282, 23.3800968, 88.4201034, 863
Manyakheta, NA, NA, 435, 17.195, 77.160833, 137, NA, NA, 198, 24.4731903, 75.3632813, 498, NA, NA, 832
Kanazawa, 36.561627, 136.6568822, 545, 36.5613254, 136.6562051, 28, 36.561627, 136.656882, 619, 35.59637, 139.6327, 281, 36.561627, 136.6568822, 33
Staraya Ladoga, NA, NA, 569, 60.0016249, 32.2925645, 829, NA, NA, 476, 60.00433, 32.29218, 975, NA, NA, 980
Ctesiphon, 33.0935889, 44.5809542, 479, 33.0936144, 44.5810809, 818, NA, NA, 719, NA, NA, 293, 33.0935889, 44.5809542, 811
Barcelona, 41.3870186, 2.1700437, 631, 41.3850639, 2.1734035, 484, 41.387019, 2.170044, 708, 41.3875, 2.16835, 353, 41.3870127, 2.1700419, 887
Tell Brak, 36.66878, 41.06171945, 655, 36.6824572, 41.0545241, 486, NA, NA, 568, NA, NA, 503, 36.66704135, 41.06171945, 112
Santa Marta, 11.0869132, -73.8807020374619, 699, 11.241944, -74.205278, 523, 11.086913, -73.880702, 947, 11.22682, -74.19895, 306, 11.0869172, -73.8807027103, 283
Isin, 51.4572062, 7.0114963, 609, 34.4875144, 136.7093359, 553, 51.457206, 7.011496, 708, 8.28078, 5.02066, 343, 51.4572062, 7.0114963, 636
Anyang, 37.3942928, 126.9569554, 759, 37.3942527, 126.9568209, 939, 36.102355, 114.33633, 607, 36.09735, 114.39311, 223, 36.1023552, 114.33633, 305
Plovdiv, 42.1419118, 24.7498385, 717, 42.1354079, 24.7452904, 928, 42.141912, 24.749838, 550, 42.13592, 24.74911, 504, 42.1419118, 24.7498385, 64
Mehrgarh, NA, NA, 454, 29.3873272, 67.6095967, 437, NA, NA, 436, 25.9026909, 71.7942123, 105, NA, NA, 751
Yamaguchi, 34.1657546, 131.4651564, 849, 34.178496, 131.4737269, 848, 34.165755, 131.465156, 585, 34.17326, 131.47902, 368, 34.1657546, 131.4651564, 898
Mangalia, 43.8152922, 28.5627512584285, 518, 43.817222, 28.582778, 861, 43.815292, 28.562751, 548, 43.81701, 28.58241, 4, 43.8148165, 28.5626594801, 765
Zagreb, 45.8131545, 15.9770298, 0, 45.8150108, 15.981919, 20, 45.813154, 15.97703, 827, 45.80722, 15.96757, 314, 45.8131545, 15.9770298, 343
Santo Domingo, 18.5638543, -69.8531692, 735, 18.466667, -69.95, 518, 18.480197, -69.942111, 779, 18.47188, -69.89142, 828, 18.4801972, -69.942111, 475
Harappa, 30.6330564, 72.8701682, 766, 30.6311599, 72.8682524, 531, 30.633056, 72.870168, 549, 30.62893, 72.88519, 554, 30.6330564, 72.8701682, 887
Rome, 41.8932575, 12.4830619, 607, 41.8723889, 12.4801802, 22, 41.893258, 12.483062, 669, 41.90305, 12.49581, 304, 41.8933439, 12.4830718, 172
Gaza, -23.328398, 32.8066057, 899, 31.522561, 34.453593, 433, -23.328398, 32.806606, 739, -25.04706, 33.64469, 738, -23.328398, 32.8066057, 802
Genoa, 44.40726, 8.9338624, 818, 44.4056499, 8.946256, 563, 44.40726, 8.933862, 767, 44.4104, 8.93898, 342, 44.40726, 8.9338624, 204
Jerusalem, 31.79572185, 35.2130497619771, 673, 31.768319, 35.21371, 806, 31.795722, 35.21305, 958, 31.78233, 35.20853, 383, 31.78889865, 35.2142908826, 727
Kismayo, -0.36667, 42.53333, 499, -0.358056, 42.545278, 477, -0.36667, 42.53333, 567, -0.26614, 42.5889702, 288, -0.36667, 42.53333, 858
San Juan, 18.87967, -71.2862706, 707, -31.5272732, -68.5214081, 544, -30.705436, -69.198822, 659, 18.38475, -66.05481, 358, -30.7054363, -69.1988222, 297
Albany, 42.6511674, -73.754968, 225, 42.6525793, -73.7562317, 620, 42.651167, -73.754968, 766, 42.65156, -73.75521, 380, 42.6511674, -73.754968, 390
Cartagena, 10.4236044, -75.524172, 576, 10.41373, -75.5335769, 574, 10.423604, -75.524172, 657, 10.42504, -75.53841, 304, 10.4236044, -75.524172, 67
Nombre de Dios Colón, NA, NA, 576, 9.582889, -79.470306, 864, NA, NA, 635, 9.55274, -79.4959, 337, 51.820706, 12.21619, 494
Ye, 16.3471243, 47.8915271, 757, 15.552727, 48.516388, 592, 16.347124, 47.891527, 775, 15.35318, 44.21954, 494, 18.6252772, 93.7874406, 323
Chang'an, 30.896972, 75.6656634, 710, 34.158892, 108.906934, 553, 23.882069, 111.893678, 688, 30.89054, 75.66502, 446, 23.882069, 111.893678, 942
Prambanan, -7.152447, 114.3746226, 609, -7.7519193, 110.4920058, 315, -7.152447, 114.374623, 667, -7.74955, 110.52138, 412, -7.152447, 114.3746226, 33
Perth, -31.9527121, 115.8604796, 788, -31.9530044, 115.8574693, 903, -31.952712, 115.86048, 918, -31.95264, 115.85742, 363, -31.9527121, 115.8604796, 430
Anhilpur, NA, NA, 430, NA, NA, 868, NA, NA, 499, NA, NA, 297, NA, NA, 150
Kanchi, 23.1217173, 85.5364613, 189, 12.3827979, 78.9641763, 817, NA, NA, 585, 12.37997, 78.94701, 345, 23.1217173, 85.5364614, 809
Zeila, 11.3534851, 43.4747227, 899, 11.353889, 43.473889, 452, 11.353485, 43.474723, 699, NA, NA, 303, 11.3534851, 43.4747227, 812
Beirut, 33.8959203, 35.47843, 859, 33.8886289, 35.4954794, 962, 33.89592, 35.47843, 729, 33.89607, 35.50678, 267, 33.8959203, 35.47843, 190
Feodosiya, 45.0426253, 35.3749954, 349, 45.031933, 35.382433, 548, 45.042625, 35.374995, 583, 45.03246, 35.38132, 277, 45.05008335, 35.3664387426, 224
Saint John, 45.2780145, -66.055875, 854, 47.5605413, -52.7128315, 940, 45.278014, -66.055875, 329, 17.11024, -61.84661, 863, 45.2780145, -66.055875, 132
Istanbul, 41.0096334, 28.9651646, 528, 41.00527, 28.97696, 445, 41.009633, 28.965165, 579, 41.06074, 28.98776, 378, 41.0096334, 28.9651646, 119
Miletus, 39.2306436, -80.588709, 668, 39.2340473, -80.6071857, 721, 39.230644, -80.588709, 519, 39.2308, -80.59148, 282, 39.2306436, -80.588709, 224
Delhi, 28.6572914, 77.2272603, 626, 28.635308, 77.22496, 909, 28.657291, 77.22726, 868, 28.64428, 77.21613, 614, 28.6572914, 77.2272603, 170
Oraibi Arizona, 35.8763923, -110.6404149, 509, 35.8763922, -110.6404148, 604, 35.876392, -110.640415, 690, 35.87644, -110.63975, 285, 35.8763923, -110.6404149, 807
Thessaloniki, 40.6403167, 22.9352716, 786, 40.6400629, 22.9444191, 888, 40.640317, 22.935272, 690, 40.63955, 22.93708, 347, 40.6403167, 22.9352716, 352
Xinzheng, 34.3971133, 113.7336778, 496, 34.395563, 113.740529, 623, 34.397113, 113.733678, 480, 34.39606, 113.74171, 194, 34.3971133, 113.7336778, 421
Gao, 16.2788129, -0.0412392, 749, 16.9066332, 1.5208624, 575, 16.278813, -0.041239, 880, 16.27739, -0.04182, 420, 16.2788129, -0.0412392, 276
Kavala, 40.8663272, 24.3998825416416, 727, 40.937607, 24.412866, 547, 40.866327, 24.399883, 90, 40.93623, 24.41419, 338, 40.8662838, 24.3998364804, 246
Baghdad, 33.3024248, 44.3787992, 677, 33.325, 44.422, 899, 33.302425, 44.378799, 877, 33.34209, 44.39309, 411, 33.3024248, 44.3787992, 206
Constantinople, 41.0096334, 28.9651646, 527, 41.00527, 28.97696, 848, 41.009633, 28.965165, 679, 43.59572, 1.69347, 329, 41.0096334, 28.9651646, 872
Youzhou, NA, NA, 709, 28.8392879, 108.7689908, 542, NA, NA, 509, 27.30567, 118.13638, 292, NA, NA, 992
Newcastle, 54.9770924, -1.6142059, 547, 54.978252, -1.61778, 901, 54.977092, -1.614206, 838, -32.9281, 151.77233, 609, 54.9770924, -1.6142059, 513
Oyo-Ile, 8.033333, 3.75, 607, 7.8773763, 3.9373769, 891, 8.033333, 3.75, 549, 7.9317, 3.01542, 738, 8.033333, 3.75, 753
Esfahān, 33.196733, 52.504026, 537, 32.6546275, 51.6679826, 473, 33.196733, 52.504026, 598, 32.6508598, 51.6838684, 345, 33.196733, 52.504026, 957
Kosambi, -6.1032356, 106.5644584, 737, -6.3115554, 107.3670022, 543, -6.103236, 106.564458, 582, -6.08114, 106.69676, 283, -6.1032356, 106.5644584, 93
Sault Ste. Marie Michigan, 46.491292, -84.3515787, 487, 46.4952996, -84.3453169, 446, 46.491292, -84.351579, 678, 46.49231, -84.35172, 819, 46.490586, -84.3592691, 332
Jaffa, 32.0443395, 34.7509908, 559, 32.049357, 34.758355, 878, 32.04434, 34.750991, 917, -17.77786, 146.00668, 379, 32.0443395, 34.7509908, 606
Sofala, -19.0771666, 34.7164804, 527, -33.0819704, 149.6960511, 22, -19.077167, 34.71648, 546, -20.08073, 34.43642, 606, -19.0771666, 34.7164804, 753
Zhengzhou, 34.7591877, 113.6524076, 475, 34.7466, 113.625368, 538, 34.759188, 113.652408, 637, 34.74733, 113.62493, 549, 34.7591877, 113.6524076, 751
Bakhalal, NA, NA, 495, 20.6699588, -87.0700192, 352, NA, NA, 598, 31.1490402, 76.956192, 403, NA, NA, 848
Sesklo, 39.3544604, 22.8336431, 545, 39.3551412, 22.8333315, 495, 39.35446, 22.833643, 882, 39.35617, 22.83728, 777, 39.3544604, 22.8336431, 873
Vaisali, 17.3450682, 78.5220871, 518, 26.0038178, 85.0817825, 12, NA, NA, 566, 25.9550495, 85.1356506, 524, 17.3450682, 78.5220871, 593
Sidon, 33.5679764, 35.3699663, 679, 33.5626094, 35.3687268, 109, 33.567976, 35.369966, 698, 33.56253, 35.36757, 600, 33.5679764, 35.3699663, 22
Siem Reap, 13.38302965, 103.992920667767, 527, 13.6915377, 104.1001326, 67, 13.38303, 103.992921, 711, 13.36119, 103.86105, 721, 13.38285025, 103.992884829, 63
Ahmednagar, 31.78524, 72.8894826, 106, 19.0952075, 74.7495916, 584, 31.78524, 72.889483, 677, 19.09275, 74.73995, 178, 31.78524, 72.8894826, 507
Kalburgi, NA, NA, 596, 17.329731, 76.8342957, 856, NA, NA, 509, 16.57202, 75.76268, 279, NA, NA, 778
Varna, 43.2166104, 27.9017131, 649, 43.2046654, 27.9105425, 926, 43.21661, 27.901713, 129, 43.20632, 27.92524, 298, 43.2166104, 27.9017131, 43
Adab, 35.30089155, 46.9981322336495, 677, 31.2410487, 29.9960216, 486, 35.300892, 46.998132, 157, NA, NA, 371, 35.3010264, 46.9982925866, 130
Mogadishu, 2.0453893, 45.3398349, 869, 2.033333, 45.35, 228, 2.045389, 45.339835, 699, 2.03812, 45.34157, 288, 2.0453893, 45.3398349, 779
Talianki, 48.80333, 30.56156, 604, 48.808333, 30.548333, 41, 48.80333, 30.56156, 519, 48.8039284, 30.5617905, 288, 48.80333, 30.56156, 844
Igodomigodo, NA, NA, 418, NA, NA, 833, NA, NA, 439, NA, NA, 372, NA, NA, 991
Berat, 40.6171976, 20.104679593965, 727, 40.7086377, 19.9437314, 837, 40.617198, 20.10468, 789, 40.7126, 19.93848, 298, 40.6172775, 20.104691454, 883
Djenné-Jeno, NA, NA, 426, NA, NA, 771, NA, NA, 609, 13.9035196, -4.5588398, 299, NA, NA, 732
Alexandria, 31.1990035, 29.8943785, 747, 38.8048355, -77.0469214, 718, 31.199004, 29.894378, 649, 31.21045, 29.91246, 609, 31.1990035, 29.8943785, 984
St. John's Newfoundland and Labrador, 47.5614849, -52.7125839, 758, 47.5605413, -52.7128315, 682, 47.561485, -52.712584, 759, 47.56076, -52.71225, 476, 47.5614849, -52.7125839, 209
Cairo, 30.0488185, 31.2436663, 548, 30.0444196, 31.2357116, 514, 30.048818, 31.243666, 621, 30.04998, 31.24861, 292, 30.0488185, 31.2436663, 890
Kalyan, 19.2447333, 73.1381228648691, 519, 19.2412011, 73.1290596, 874, 19.244733, 73.138123, 799, 19.23227, 73.14253, 302, 19.2434721, 73.139770099, 798
Luang Prabang, 19.8887438, 102.135898, 513, 19.8833959, 102.1346874, 758, 19.888744, 102.135898, 601, NA, NA, 405, 19.8887438, 102.135898, 862
Ayodhya, 26.7990707, 82.2052321, 607, 26.8, 82.2, 867, 26.799071, 82.205232, 690, 26.79254, 82.20022, 395, 26.7990707, 82.2052321, 509
Seville, 37.3887565, -5.9947066, 711, 37.3890924, -5.9844589, 507, 37.388756, -5.994707, 890, 37.3879, -6.00198, 336, 37.3886303, -5.9953171, 102
Cologne, 50.9374863, 6.9580232, 599, 50.937531, 6.9602786, 180, 50.937486, 6.958023, 690, 50.94168, 6.95517, 603, 50.9374863, 6.9580232, 331
Milan, 45.4666211, 9.1906166, 559, 45.4654219, 9.1859243, 546, 45.466621, 9.190617, 728, 45.46889, 9.1811, 299, 45.466797, 9.1905368, 206
London, 51.5072759, -0.1276597, 608, 51.5073509, -0.1277583, 782, 51.507276, -0.12766, 578, 51.50643, -0.12721, 369, 51.5073219, -0.1276474, 573
Nijmegen, 51.842739, 5.8634665, 517, 51.8125626, 5.8372264, 927, 51.842739, 5.863466, 651, 51.8412, 5.85759, 285, 51.8427385, 5.8634696, 833
Nea Nikomedeia, 40.5879956, 22.2507248, 575, NA, NA, 586, 40.587996, 22.250725, 719, 40.5854988, 22.2489605, 376, 40.5879956, 22.2507248, 895
Agra, 27.0233979, 78.0910991915874, 956, 27.1766701, 78.0080745, 553, 27.023398, 78.091099, 56, 27.18995, 78.00115, 342, 27.02317485, 78.0925527, 120
Mandu, 23.7749, 85.4843, 717, 23.7944692, 85.4704303, 659, 23.7749, 85.4843, 996, 23.72438, 85.50786, 297, 22.3490738, 75.3976967, 977
Tokyo, 35.6900336, 139.510397519468, 769, 35.6894875, 139.6917064, 57, 35.690034, 139.510398, 778, 35.68322, 139.80895, 406, 35.69004135, 139.510395073, 240
Seleucia, 33.0944338, 44.5211087, 509, -22.9478765, -43.3617015, 82, 36.37644, 33.932989, 688, NA, NA, 375, 33.0944338, 44.5211087, 954
Lamia, 41.147719, 14.4397365, 586, 38.8959734, 22.4349003, 516, 38.895338, 22.435002, 307, 38.89999, 22.43599, 284, 38.8953383, 22.4350022, 954
Mari, 16.3700359, -2.2900239, 839, -7.0598318, -35.3183616, 891, 16.370036, -2.290024, 85, 12.65032, -8.00004, 415, 16.3700359, -2.2900239, 501
Trois-Rivières, 46.3318149, -72.5557583, 705, 46.3432397, -72.5432834, 643, 46.331815, -72.555758, 539, 46.34018, -72.54503, 408, 46.3318149, -72.5557583, 99
Samarkand, 39.6415721, 66.9607742126004, 777, 39.627012, 66.9749731, 772, 39.654787, 66.975803, 833, 39.64995, 66.9637, 334, 39.6436914, 66.9620061577, 218
Damascus, 33.5130695, 36.3095814, 646, 33.513, 36.292, 17, 33.51307, 36.309581, 659, 33.4993, 36.30132, 717, 33.5130695, 36.3095814, 910
Málaga, 36.7210805, -4.421041, 569, 36.721261, -4.4212655, 12, 36.72108, -4.421041, 755, 36.7183189, -4.4201598, 410, 36.7210805, -4.421041, 65
Qabala, 40.980325, 47.850209, 795, 40.981389, 47.845833, 847, NA, NA, 227, 32.1044006, 35.2871704, 653, 40.980325, 47.850209, 863
Tongeren, 50.7810151, 5.4648131, 667, 50.78419, 5.47449, 516, 50.781015, 5.464813, 737, 50.78072, 5.46364, 363, 50.7810151, 5.4648131, 408
Kannauj, 26.98793995, 79.8455133429925, 736, 27.0514156, 79.9136731, 858, 26.98794, 79.845513, 709, 27.05032, 79.91765, 680, 26.9861559, 79.8452149775, 802
Mytilene, 39.1061204, 26.5538342, 517, 39.1067382, 26.5572747, 567, 39.10612, 26.553834, 648, 39.10586, 26.55599, 279, 39.1061204, 26.5538342, 862
Vienna, 48.2083537, 16.3725042, 525, 48.2081743, 16.3738189, 496, 48.208354, 16.372504, 96, 48.20255, 16.3688, 383, 48.2083537, 16.3725042, 493
Ghadames, 30.1258416, 9.4900658, 538, 30.133333, 9.5, 786, 30.125842, 9.490066, 515, 30.1318798, 9.6795502, 379, 30.1258416, 9.4900658, 934
Seoul, 37.5710824, 126.9953036, 746, 37.566535, 126.9779692, 532, 37.571082, 126.995304, 896, 37.51502, 127.01648, 587, 37.5666791, 126.9782914, 144
Quebec City, 53.7969274, -1.5493526, 641, 46.8032826, -71.242796, 109, 53.796927, -1.549353, 889, 46.81275, -71.21936, 653, 53.7969274, -1.5493525, 8
Plymouth Massachusetts, 41.9584367, -70.6672577, 625, 41.9584457, -70.6672621, 831, 41.958437, -70.667258, 710, 41.92747, -70.65648, 306, 41.9584367, -70.6672577, 142
São Vicente São Paulo, -23.9603686, -46.3847024, 568, -23.9607656, -46.3960797, 452, -23.960369, -46.384702, 707, -23.95063, -46.398, 295, -23.9603686, -46.3847024, 483
Moscow, 55.7516147, 37.6187012, 585, 55.755826, 37.6173, 484, 55.751615, 37.618701, 466, 55.75697, 37.61502, 308, 55.7516335, 37.6187042, 57
Mandsaur, 24.2657092, 75.370754820177, 559, 24.0737078, 75.0669552, 931, 24.265709, 75.370755, 639, 24.06745, 75.07465, 422, 24.26258715, 75.3683451796, 838
Ephesus, 37.9409553, 27.3394946237276, 768, 33.4070586, -85.2543915, 843, 36.130337, -88.288655, 805, 33.41004, -85.25552, 279, 37.94044555, 27.3393194465, 306
Xanthi, 41.1380289, 24.8862688, 996, 41.1300361, 24.8864902, 712, 41.138029, 24.886269, 786, 41.13254, 24.89343, 277, 41.1380289, 24.8862688, 354
Mtskheta, 41.846295, 44.7195591, 509, 41.8411674, 44.7073864, 513, 41.846295, 44.719559, 681, 41.84375, 44.71869, 287, 41.846295, 44.7195591, 864
Palembang, -2.9888297, 104.756857, 517, -2.990934, 104.7565565, 799, -2.98883, 104.756857, 680, -2.96958, 104.73269, 336, -2.9888297, 104.756857, 952
Tikal, 17.221089, -89.6229927251192, 6, 17.2234368, -89.6216334, 849, 20.620538, -103.41528, 770, 16.9096909, -89.9311066, 818, 17.22118115, -89.623034361, 170
Syracuse, 43.0481221, -76.1474244, 756, 43.0481221, -76.1474244, 936, 43.048122, -76.147424, 207, 43.05029, -76.14738, 301, 43.0481221, -76.1474244, 74
Taranto, 40.4712677, 17.243176, 970, 40.4643606, 17.2470303, 793, 40.471268, 17.243176, 650, 40.46537, 17.25055, 511, 40.4712427, 17.2432278, 415
Yong, 5.0935705, 10.0417471, 630, 42.6061189, -76.1967613, 55, 5.09357, 10.041747, 629, 9.49249, -0.87786, 483, 5.0935705, 10.0417471, 123
Jericho, 31.855987, 35.4598851, 970, 31.856982, 35.460567, 831, 31.855987, 35.459885, 651, 40.79101, -73.53813, 302, 31.855987, 35.4598851, 81
Gaur, 48.8444481, 2.3587844, 781, 26.766667, 85.266667, 181, 52.4461, 117.023782, 79, 26.77969, 85.27557, 297, 23.1196582, 80.0157682, 581
Cape Town, -33.9289049, 18.4172485, 627, -33.9248685, 18.4240553, 557, -33.928905, 18.417248, 570, -33.91909, 18.42199, 306, -33.9289049, 18.4172485, 407
Ur, 46.7864413, 8.6420159, 726, 46.7738629, 8.6025153, 966, 46.786441, 8.642016, 170, 42.46145, 1.93741, 342, 46.7864413, 8.6420159, 82
Cuttack, 20.36244015, 85.4638001535814, 543, 20.462521, 85.8829895, 97, 20.36244, 85.4638, 798, 20.46237, 85.88263, 304, 20.3640012, 85.4611959771, 130
Hangzhou, 30.2665643, 120.149335, 586, 30.274085, 120.15507, 794, 30.266564, 120.149335, 579, 30.27296, 120.15567, 118, 30.2665643, 120.149335, 528
Århus, 56.1496278, 10.2134046, 907, 56.162939, 10.203921, 434, 56.149628, 10.213405, 678, 56.15302, 10.20487, 288, 56.1496278, 10.2134046, 901
Taiyuan, 37.9346794, 112.159097002187, 456, 37.87059, 112.548879, 498, 37.934679, 112.159097, 615, 37.8706, 112.55112, 303, 37.8527666, 112.5531768, 853
Panama City, 30.1600827, -85.6545729, 255, 8.983333, -79.516667, 845, 30.160083, -85.654573, 607, 8.95242, -79.53539, 305, 30.1600827, -85.6545729, 493
Ayutthaya, 14.3560372, 100.5722073, 576, 14.3532358, 100.5689675, 738, 14.356037, 100.572207, 686, 14.35051, 100.58077, 592, 14.3560372, 100.5722073, 63
Peshawar, 34.0123846, 71.5787458, 520, 34.0149748, 71.5804899, 590, 34.012385, 71.578746, 904, 34.00761, 71.51705, 307, 34.0123846, 71.5787458, 893
Vera Cruz, -12.956845, -38.615295, 666, -22.218785, -49.8212031, 877, -12.956845, -38.615295, 777, -12.96248, -38.608, 312, -12.956845, -38.615295, 473
Bago, 17.336667, 96.479722, 979, 18.3312802, 96.0679194, 504, 17.336667, 96.479722, 138, 10.5155, 122.95989, 394, 18.1995755, 96.2724471009, 488
Madrid, 40.4167047, -3.7035825, 519, 40.4167754, -3.7037902, 28, 40.416705, -3.703582, 619, 40.42028, -3.70578, 79, 40.4167047, -3.7035825, 524
Baku, 40.3925137, 49.8466787, 20, 40.4349504, 49.8676232, 485, 40.392514, 49.846679, 981, 40.41061, 49.87226, 343, 40.3925137, 49.8466787, 186
Taosi, 35.896956, 111.498749, 538, 40.9241892, 119.556964, 372, 35.896956, 111.498749, 508, 29.21632, 120.03803, 520, 35.896956, 111.498749, 705
Umma, 10.4, 6.066667, 464, 42.2755696, -83.7398206, 828, 10.4, 6.066667, 489, -30.7052097, 152.9662323, 358, 10.4, 6.066667, 876
Knossos, 35.2984303, 25.1596422, 968, 35.3621371, 24.4749611, 454, 35.29843, 25.159642, 919, NA, NA, 304, 35.2984303, 25.1596422, 926
Old Cairo, 30.0174047, 31.2333171, 477, 30.0047726, 31.2454674, 692, 30.017405, 31.233317, 539, 32.47118, -116.8165131, 359, 30.0174047, 31.2333171, 203
Tell Churra, NA, NA, 468, NA, NA, 647, NA, NA, 650, NA, NA, 319, NA, NA, 853
Ray, 39.3661726, -93.9888262, 109, 54.7066056, 32.0171706, 41, 39.366173, -93.988826, 589, 48.34233, -103.16475, 410, 39.3661726, -93.9888262, 137
St. Augustine Florida, 29.894691, -81.314517, 559, 29.895833, -81.311667, 215, 29.894691, -81.314517, 932, 29.89213, -81.31426, 389, 29.894691, -81.314517, 231
Tres Zapotes, 18.466667, -95.436389, 668, 18.4657722, -95.4336596, 485, 18.466667, -95.436389, 567, 19.3756905, -99.1515121, 324, 18.466667, -95.436389, 899
Adelaide, -34.9274284, 138.599899, 708, -34.9286212, 138.5999594, 463, -34.927428, 138.599899, 755, -34.9261, 138.59989, 380, -34.9274284, 138.599899, 544
Kerikeri, -35.2286313, 173.9494875, 587, -35.2286099, 173.9477921, 777, -35.228631, 173.949488, 656, -35.22734, 173.94899, 423, -35.2286313, 173.9494875, 23
Mexico City, 19.4325301, -99.1332102, 565, 19.4326077, -99.133208, 952, 19.43253, -99.13321, 617, 19.43196, -99.13313, 429, 19.4325301, -99.1332102, 758
Amarna, 43.7044931, -72.2812216966113, 616, 43.7044162, -72.2812001, 614, NA, NA, 570, 36.35075, 6.59363, 321, 43.70450085, -72.2812122868, 10
Niš, 43.321504, 21.8957301, 756, 43.3, 21.9, 487, 43.321504, 21.89573, 955, 43.32038, 21.8922, 408, 43.321504, 21.8957301, 681
Kaifeng, 34.7961106, 114.3472038, 796, 34.797239, 114.307582, 756, 34.796111, 114.347204, 538, 34.79704, 114.30732, 367, 34.7961106, 114.3472038, 792
Heraklion, 35.3340134, 25.1328543, 648, 35.3387352, 25.1442126, 982, 35.334013, 25.132854, 586, 35.34124, 25.14422, 437, 35.3340134, 25.1328543, 93
Marseilles, 41.3308666, -88.7081293, 667, 43.296482, 5.36978, 977, 41.330867, -88.708129, 598, 41.33023, -88.70815, 725, 43.2961743, 5.3699525, 911
Launceston, -41.4340813, 147.1373496, 542, -41.4261807, 147.1124679, 87, -41.434081, 147.13735, 619, -41.43601, 147.13779, 287, -41.4340813, 147.1373496, 281
Salona, 43.5395523165124, 16.4834332512813, 786, 43.5422549, 16.4919632, 328, 41.084235, -77.46304, 599, 43.54515, 16.4916, 326, 43.53982905, 16.4835713156, 922
Patna, 25.46771, 85.1899334219656, 857, 25.611, 85.144, 173, 25.46771, 85.189933, 796, 25.60631, 85.14137, 309, 25.467933, 85.1895388485, 388
Lamu, -2.0655725, 40.7276477557642, 608, -2.2695575, 40.9006408, 33, -2.065572, 40.727648, 711, -2.38601, 40.69706, 286, -2.05869805, 40.7306193147, 852
Puri, 19.8076083, 85.8252538, 980, 19.8133822, 85.8314655, 535, 19.807608, 85.825254, 131, 19.8081, 85.83347, 494, 19.8076083, 85.8252538, 33
Marrakesh, 31.6267337, -7.9883921, 826, 31.63, -8.008889, 877, 31.626734, -7.988392, 979, 31.63383, -8.00223, 447, 31.6259901, -7.9886083, 572
Nara, 34.6845445, 135.8048359, 229, 34.6850869, 135.8050002, 728, 34.684544, 135.804836, 29, 33.54382, 73.49353, 482, 34.6845445, 135.8048359, 858
Ioannina, 39.6639818, 20.8522784, 475, 39.6650288, 20.8537466, 345, 39.663982, 20.852278, 678, 39.66859, 20.85638, 357, 39.6639818, 20.8522784, 607
Kerma, 36.7526284, 7.6788886, 912, 62.393959, 28.7593888, 817, 36.752628, 7.678889, 685, 24.6152, 87.59654, 304, 10.3, 11.55, 833
Hattushash, NA, NA, 456, NA, NA, 706, NA, NA, 425, NA, NA, 304, NA, NA, 781
Axum, 14.122015, 38.7305334, 717, 14.1340317, 38.7472905, 983, 14.122015, 38.730533, 595, 43.7417297, -79.2788925, 348, 14.122015, 38.7305334, 159
Bruges, 51.2318283, 3.20778222299101, 685, 51.209348, 3.2246995, 493, 51.231828, 3.207782, 710, 51.20848, 3.2245, 654, 51.2315785, 3.20809951603, 574
Cholula, 20.743333, -98.502222, 768, 19.0764375, -98.3018297, 535, 20.743333, -98.502222, 761, 19.07767, -98.30288, 318, 20.743333, -98.502222, 365
Marrakech, 31.6267337, -7.9883921, 808, 31.63, -8.008889, 828, 31.626734, -7.988392, 0, 31.63383, -8.00223, 376, 31.6259901, -7.9886083, 894
Argos, 37.6353109, 22.7259515, 528, 37.6351721, 22.7288576, 765, 37.635311, 22.725952, 919, 37.63111, 22.72343, 377, 37.6353109, 22.7259515, 407
Paithan, 19.4752252, 75.3921611, 510, 19.48, 75.38, 839, 19.475225, 75.392161, 915, 19.47498, 75.38534, 518, 19.4752252, 75.3921611, 833
Hobart, -42.8825088, 147.3281233, 670, -42.8819032, 147.3238148, 889, -42.882509, 147.328123, 840, -42.88164, 147.33163, 357, -42.8825088, 147.3281233, 131
Mahasthangarh, NA, NA, 419, 24.9624878, 89.3443342, 890, NA, NA, 230, NA, NA, 347, NA, NA, 800
Palermo, 38.111051, 13.335745, 757, 38.1156879, 13.3612671, 612, 38.111051, 13.335745, 781, 38.12137, 13.35844, 365, 38.11127, 13.3534422, 600
